User,Date,Text,Compound,Positive,Neutral,Negative,Tweets Ago
CNN,Wed Jun 13 20:18:47 +0000 2018,Comcast has formalized a $65 billion all-cash bid for most of 21st Century Fox. It's a dramatic attempt to undercut… https://t.co/P2fVMTpXkd,0.0,0.0,0.0,1.0,76
CNN,Wed Jun 13 20:17:39 +0000 2018,"Investor Jeff Gundlach says he fears that the ""federal debt is exploding"" https://t.co/hnqeHv1olz https://t.co/rXLYGKJWtD",-0.6486,0.0,0.306,0.694,77
CNN,Wed Jun 13 20:11:08 +0000 2018,BREAKING: Comcast bids $65 billion for most of 21st Century Fox https://t.co/yYDqYBG2ZH https://t.co/Z4YiwF187V,0.0,0.0,0.0,1.0,78
CNN,Wed Jun 13 20:11:06 +0000 2018,"""I cannot think of an act that is more cruel and more inhumane than to rip the child from the arms of a mother"": Re… https://t.co/k2FzUpbHZT",-0.624,0.0,0.146,0.854,79
CNN,Wed Jun 13 20:01:00 +0000 2018,"In the constellation of Sagittarius, three infant planets have been found orbiting a young star 330 light-years fro… https://t.co/ZBLXVKKqdf",0.0,0.0,0.0,1.0,80
CNN,Wed Jun 13 19:50:10 +0000 2018,"A massive dust storm has hit Mars, and NASA's Opportunity rover is right in the middle of it. The rover has put its… https://t.co/GPgToT2qcH",0.4215,0.113,0.0,0.887,81
CNN,Wed Jun 13 19:40:07 +0000 2018,"Laura Ingraham says EPA chief Scott Pruitt has ""gotta go.""

The Fox News host has become one of the first of Presid… https://t.co/UuSy2NWaWU",0.0,0.0,0.0,1.0,82
CNN,Wed Jun 13 19:35:00 +0000 2018,Women are dominating as 2018 college commencement speakers. Here's a look at some of the stories and advice they're… https://t.co/cWI0faMbfK,-0.296,0.0,0.109,0.891,83
CNN,Wed Jun 13 19:30:10 +0000 2018,Donald Trump's fake-it-until-you-make-it strategy on North Korea | Analysis by @CillizzaCNN https://t.co/VEgzdb8rl1 https://t.co/iNdTk3XtKx,0.0,0.0,0.0,1.0,84
CNN,Wed Jun 13 19:20:05 +0000 2018,The organizer of last year's infamous Fyre Festival led a scheme involving bogus tickets while he was awaiting sent… https://t.co/10f8rwMOOb,0.4939,0.151,0.0,0.849,85
CNN,Wed Jun 13 19:10:09 +0000 2018,A Florida man is going to prison after threatening to burn down his prospective neighbors' house because they were… https://t.co/VsQA0JnK8G,-0.7717,0.0,0.283,0.717,86
CNN,Wed Jun 13 19:00:13 +0000 2018,"US, Mexico and Canada chosen to host the 2026 FIFA World Cup https://t.co/oiK9EH5R36",0.0,0.0,0.0,1.0,87
CNN,Wed Jun 13 18:50:08 +0000 2018,"In the constellation of Sagittarius, three infant planets have been found orbiting a young star 330 light-years fro… https://t.co/RCYJSJoNAU",0.0,0.0,0.0,1.0,88
CNN,Wed Jun 13 18:40:08 +0000 2018,Alice Johnson will get the chance to personally thank Kim Kardashian West for her freedom https://t.co/kuPaUmy9Zs https://t.co/WQqu3qOhii,0.8271,0.383,0.0,0.617,89
CNN,Wed Jun 13 18:30:06 +0000 2018,Six months after a selfie of Miss Universe contestants from Iraq and Israel was posted on Instagram and sparked an… https://t.co/80nKM94ws3,-0.1531,0.0,0.078,0.922,90
CNN,Wed Jun 13 18:21:53 +0000 2018,Interest rates are going up again. The Federal Reserve has lifted its benchmark rate by a quarter of a percentage p… https://t.co/nd7LTXZST6,0.4588,0.136,0.0,0.864,91
CNN,Wed Jun 13 18:20:04 +0000 2018,"Mark Sanford survived cheating on his wife, but he could not survive cheating on Donald Trump | @ScottJenningsKY fo… https://t.co/FdFQW4Nh32",-0.7227,0.085,0.284,0.631,92
CNN,Wed Jun 13 18:10:07 +0000 2018,H&amp;R Block is closing 400 locations https://t.co/H814X1bRa7 https://t.co/evIMd7XhOS,-0.4404,0.0,0.293,0.707,93
CNN,Wed Jun 13 18:01:18 +0000 2018,Swaziland is the only African country that still has strong diplomatic relations with Taiwan -- despite pressure fr… https://t.co/lTwKH6V50I,0.6355,0.234,0.0,0.766,94
CNN,Wed Jun 13 17:50:07 +0000 2018,President Trump's chief economic adviser Larry Kudlow has been released from Walter Reed National Military Medical… https://t.co/AT98UzbGlf,0.0,0.0,0.0,1.0,95
CNN,Wed Jun 13 17:40:00 +0000 2018,“We might poke the bear!”: Republican Sen. Bob Corker ramps up criticism toward GOP leadership he says is not willi… https://t.co/KhJwyC0JQM,-0.4926,0.0,0.138,0.862,96
CNN,Wed Jun 13 17:30:10 +0000 2018,"Secretary of State Mike Pompeo says he is ""confident"" North Korea understood there will be in-depth verification of… https://t.co/3WtGaJyEze",0.0,0.0,0.0,1.0,97
CNN,Wed Jun 13 17:20:09 +0000 2018,"IQ scores have been steadily falling for the last few decades, and environmental factors are to blame, a new study… https://t.co/Nd3TOZHntd",-0.4588,0.0,0.182,0.818,98
CNN,Wed Jun 13 17:10:00 +0000 2018,"Meet the master architect behind Japan's remote ""art island"" | via @CNNStyle https://t.co/yDJqF0nM6A https://t.co/107tYDeL66",0.0,0.0,0.0,1.0,99
CNN,Wed Jun 13 17:00:15 +0000 2018,More than 800 people were stung by jellyfish along Florida beaches in three days https://t.co/WMoGBUP4Vu https://t.co/NnEnlR07BJ,0.0,0.0,0.0,1.0,100
Fox News,Thu Jun 14 03:45:25 +0000 2018,".@LarryOConnor: ""The overall economic feeling in this country is positive and will continue to be so."" @foxnewsnight https://t.co/NZ1OAkszzN",0.6249,0.242,0.0,0.758,1
Fox News,Thu Jun 14 03:36:55 +0000 2018,".@LeslieMarshall: ""I don't think we're going to see a blue tsunami, but I do think we are going to see a blue wave.… https://t.co/HoVZjY2ZxW",0.0,0.0,0.0,1.0,2
Fox News,Thu Jun 14 03:29:41 +0000 2018,".@SenatorRounds: ""Let's first of all give the president the opportunity to succeed. Everything starts with a first… https://t.co/Lt8Niq82FE",0.7184,0.286,0.0,0.714,3
Fox News,Thu Jun 14 03:23:16 +0000 2018,.@SecPompeo meets with South Korea's President Moon following historic summit https://t.co/yBiJnOEfSk,0.0,0.0,0.0,1.0,4
Fox News,Thu Jun 14 03:16:11 +0000 2018,"Pentagon expected to cancel August military exercise with South Korea, senior administration official says… https://t.co/8KdUgeezhH",-0.25,0.0,0.125,0.875,5
Fox News,Thu Jun 14 03:08:05 +0000 2018,Report due over @FBI probe into #Clinton emails https://t.co/s0367hq8lI https://t.co/jG1Bh6qn9a,0.0,0.0,0.0,1.0,6
Fox News,Thu Jun 14 03:05:00 +0000 2018,"On @AmericaNewsroom, Senator @RandPaul praised President @realDonaldTrump, stating that it will be ""historic"" if de… https://t.co/5Mn3fiWoOc",0.4939,0.176,0.0,0.824,7
Fox News,Thu Jun 14 03:02:52 +0000 2018,".@RaymondArroyo on study of what people think God looks like: ""What the researchers found is that people tend to pr… https://t.co/dn0LUKjoYE",0.5574,0.195,0.0,0.805,8
Fox News,Thu Jun 14 02:55:12 +0000 2018,".@LindseyGrahamSC on Kim, @POTUS meeting: ""If you play [@realDonaldTrump] you're gonna regret it. This is not… https://t.co/3ORi6EW2lJ",-0.1027,0.119,0.139,0.743,9
Fox News,Thu Jun 14 02:53:17 +0000 2018,".@LindseyGrahamSC on canceled August military exercise with SK: ""This may be the last best chance in our lifetime f… https://t.co/PzjtHv5qUT",0.7351,0.256,0.0,0.744,10
Fox News,Thu Jun 14 02:51:51 +0000 2018,".@LindseyGrahamSC: ""To those who criticize @POTUS, how well did you do with North Korea?"" @IngrahamAngle… https://t.co/hoMDYQPkrj",-0.128,0.112,0.139,0.749,11
Fox News,Thu Jun 14 02:48:02 +0000 2018,Giuliani: Mueller Should Have Enough 'Material' to Conclude His Probe 'Right Now' https://t.co/dm3gjx6ald,0.0,0.0,0.0,1.0,12
Fox News,Thu Jun 14 02:46:27 +0000 2018,".@LindseyGrahamSC on North Korea: ""[@POTUS] inherited a problem that's been building for 30 years. There's no place… https://t.co/E6JVEoEQEi",-0.5994,0.0,0.246,0.754,13
Fox News,Thu Jun 14 02:43:38 +0000 2018,".@SecPompeo: ""President @realDonaldTrump has also made it clear that if Kim Jong Un denuclearizes, there is a brigh… https://t.co/cEo6RcljTH",0.3818,0.133,0.0,0.867,14
Fox News,Thu Jun 14 02:42:23 +0000 2018,".@LindseyGrahamSC on NK summit: ""If my Democratic friends would get behind President @realDonaldTrump, we may actua… https://t.co/lSPZlUdsP7",0.4767,0.162,0.0,0.838,15
Fox News,Thu Jun 14 02:39:04 +0000 2018,".@SecPompeo: ""Kim Jong Un's public commitment to completely denuclearize is an important step towards bringing last… https://t.co/RxMlKTWkht",0.5267,0.227,0.0,0.773,16
Fox News,Thu Jun 14 02:37:07 +0000 2018,".@SecPompeo: ""[@POTUS'] summit with North Korean leader Kim Jong Un two days ago does indeed mark a turning point i… https://t.co/uf4pbsCLpO",0.0,0.0,0.0,1.0,17
Fox News,Thu Jun 14 02:33:18 +0000 2018,"Midair plane crash over Alaska turns deadly, officials say https://t.co/craqDLGd09",-0.4019,0.0,0.231,0.769,18
Fox News,Thu Jun 14 02:29:43 +0000 2018,"Berkeley declares 'climate emergency' worse than World War II, demands 'humane' population control https://t.co/vuJEBvrhbx",-0.8625,0.0,0.466,0.534,19
Fox News,Thu Jun 14 02:29:26 +0000 2018,.@SecPompeo holds a news conference with South Korean leaders after President @realDonaldTrump's historic summit wi… https://t.co/vgoTWx0O14,0.0,0.0,0.0,1.0,20
Fox News,Thu Jun 14 02:27:11 +0000 2018,"Rudy Giuliani Michael Cohen investigation: ""I do not believe he is gonna tell a falsehood, and I think he's gonna t… https://t.co/NMaf00K7vt",0.0,0.0,0.0,1.0,21
Fox News,Thu Jun 14 02:17:41 +0000 2018,"Rudy Giuliani on reports that Michael Cohen may potentially cooperate with authorities: ""I checked into this last n… https://t.co/C2jSzE5MdM",0.0,0.0,0.0,1.0,22
Fox News,Thu Jun 14 02:16:24 +0000 2018,"Rudy Giuliani on Mueller probe: ""[Mueller has] the material from which to write a report right now, except the repo… https://t.co/r1D5gTZ7TS",0.0,0.0,0.0,1.0,23
Fox News,Thu Jun 14 02:10:06 +0000 2018,"Rudy Giuliani on Mueller probe: ""Obstruction of justice is really totally negated by Article Two of the Constitutio… https://t.co/GVGXZEWpXh",0.5267,0.159,0.0,0.841,24
Fox News,Thu Jun 14 01:58:13 +0000 2018,"JUST IN: Pentagon expected to cancel August military exercise with South Korea, senior administration official says. https://t.co/J3SNxWTNQU",-0.25,0.0,0.111,0.889,25
Fox News,Thu Jun 14 01:57:04 +0000 2018,".@SebGorka: ""At the end of the day, [@POTUS is] solving the problems other people left for him."" https://t.co/LaShAqsFBu",-0.0772,0.114,0.128,0.758,26
Fox News,Thu Jun 14 01:55:10 +0000 2018,.@seanhannity: Rod Rosenstein 'Should Step Aside or Be Fired' https://t.co/BCf4uKfqkv,-0.5574,0.0,0.286,0.714,27
Fox News,Thu Jun 14 01:51:38 +0000 2018,Lava from Kilauea volcano has formed a new coastline where the bay and village of Kapoho once stood on the island o… https://t.co/7odIhXkmRL,0.0,0.0,0.0,1.0,28
Fox News,Thu Jun 14 01:46:31 +0000 2018,Charges filed against Minnesota driver who allegedly didn't slow down before hitting kids in a park. https://t.co/tzxfvDmLUF,-0.2732,0.0,0.123,0.877,29
Fox News,Thu Jun 14 01:39:36 +0000 2018,".@repdesantis on if @POTUS should order DOJ to release documents Congress is requesting:  ""He has the power and I t… https://t.co/1G8YdDSAvi",0.0,0.0,0.0,1.0,30
Fox News,Thu Jun 14 01:27:28 +0000 2018,"After vote fails to condemn Hamas, Amb. @nikkihaley calls the @UN an unserious force for Middle East peace. https://t.co/j05RpOFhQA",-0.2263,0.141,0.217,0.643,31
Fox News,Thu Jun 14 01:20:17 +0000 2018,"Rep. @DevinNunes: ""What people should be concerned about the most right now, is obstruction of a valid congressiona… https://t.co/93tCMUzgai",0.0,0.0,0.0,1.0,32
Fox News,Thu Jun 14 01:18:04 +0000 2018,.@PressSec Sarah Sanders swipes back at report she's planning to leave the White House. https://t.co/wD6K3uIuFb,-0.0516,0.0,0.079,0.921,33
Fox News,Thu Jun 14 01:12:38 +0000 2018,House Intel GOP accuses DOJ of limiting access in FISA probe. https://t.co/aZ3lefDvVN,-0.34,0.0,0.179,0.821,34
Fox News,Thu Jun 14 00:58:13 +0000 2018,"Glenn Greenwald: ""In [many] cases when the government claims that things must be kept secret...Either the informati… https://t.co/gBWnJy6eMF",0.0,0.0,0.0,1.0,35
Fox News,Thu Jun 14 00:35:30 +0000 2018,.@VP cheers Southern Baptist Convention as 'one of the greatest forces for good anywhere' https://t.co/3KREhXM4Rl,0.8807,0.459,0.0,0.541,36
Fox News,Thu Jun 14 00:31:11 +0000 2018,.@KimKardashian travels to Memphis to meet Alice Marie Johnson in person https://t.co/KxiJrM2FOh,0.0,0.0,0.0,1.0,37
Fox News,Thu Jun 14 00:28:18 +0000 2018,Penn State ex-frat brother makes first guilty plea in hazing death of 19-year-old pledge https://t.co/jzDGitHoCn,-0.7717,0.0,0.34,0.66,38
Fox News,Thu Jun 14 00:24:35 +0000 2018,'Wake turbulence' blamed for Qantas flight's 'terrifying' 10-second 'nosedive' https://t.co/y3LtAjzn40,-0.4767,0.0,0.256,0.744,39
Fox News,Thu Jun 14 00:18:43 +0000 2018,Reporter's Notebook: What Mark Sanford's loss tells us about Trump's political muscle in the midterm elections https://t.co/UG9ONQ1STw,-0.3182,0.0,0.126,0.874,40
Fox News,Thu Jun 14 00:15:00 +0000 2018,TONIGHT: @IngrahamAngle sits down with @POTUS' attorney Rudy Giuliani at 10p ET on Fox News Channel. https://t.co/kxoF7yZrVe,0.0,0.0,0.0,1.0,41
Fox News,Thu Jun 14 00:12:21 +0000 2018,"Police officer cheered for buying Texas man's stolen groceries, medication https://t.co/HMPn76YEDo",0.0258,0.213,0.206,0.581,42
Fox News,Thu Jun 14 00:03:42 +0000 2018,OPINION: Trump is headed for impeachment if Republicans don't do these things to hold the House https://t.co/28io1weWmh,0.0,0.0,0.0,1.0,43
Fox News,Wed Jun 13 23:58:00 +0000 2018,"Joan Morris on @POTUS' efforts to bring home remains of Korean War soldiers: ""It was very heartwarming to see that… https://t.co/M2TDtWqIpi",-0.1298,0.129,0.148,0.723,44
Fox News,Wed Jun 13 23:50:38 +0000 2018,"John Zimmerlee, son of Korean War veteran, on @POTUS' efforts to bring remains of soldiers home: ""We're amazed. Thi… https://t.co/nUnAaG8uLm",-0.1779,0.127,0.155,0.717,45
Fox News,Wed Jun 13 23:44:33 +0000 2018,"President @realDonaldTrump slams 'phony' Claire McCaskill in dust-up over private plane, endorses her GOP rival. https://t.co/WacyatYZAu",0.34,0.138,0.0,0.862,46
Fox News,Wed Jun 13 23:34:49 +0000 2018,Penn State ex-frat brother makes first guilty plea in hazing death of 19-year-old pledge. https://t.co/g3MqLfyWEN,-0.7717,0.0,0.34,0.66,47
Fox News,Wed Jun 13 23:25:41 +0000 2018,".@seanspicer: ""I don't think any of us could have predicted how much [@POTUS is] getting done."" #TheStory https://t.co/nEwcohs3ac",0.0,0.0,0.0,1.0,48
Fox News,Wed Jun 13 23:20:00 +0000 2018,"Meadows, Jordan unveil resolution asking for documents in FBI-DOJ probe. https://t.co/ieaOaV8v7Z",0.0,0.0,0.0,1.0,49
Fox News,Wed Jun 13 23:16:17 +0000 2018,"Republican Rep. @MarkSanford, who lost his GOP primary after being targeted by @POTUS: ""I don't believe it's the pa… https://t.co/Vok6g9NAFJ",-0.3182,0.0,0.108,0.892,50
Fox News,Wed Jun 13 23:08:06 +0000 2018,"Nevada wildfire caused by campers igniting excrement, sheriff says. https://t.co/AN5GwOt7Qx",0.0,0.0,0.0,1.0,51
Fox News,Wed Jun 13 22:58:18 +0000 2018,Roseanne Barr submitted for Emmys nomination before show cancellation https://t.co/1AGMLmiyJP,0.0,0.0,0.0,1.0,52
Fox News,Wed Jun 13 22:56:16 +0000 2018,".@MZHemingway on NK summit: ""President @realDonaldTrump's goal is to make sure that the people of Portland aren't b… https://t.co/uFNiIYJ71V",0.3182,0.113,0.0,0.887,53
Fox News,Wed Jun 13 22:51:28 +0000 2018,Did 'hotshot' NY Times reporter Ali Watkins simply benefit from top-secret pillow talk? https://t.co/ZEs5P6RS0S,0.4588,0.188,0.0,0.812,54
Fox News,Wed Jun 13 22:42:43 +0000 2018,OPINION: Trump-basher Mark Sanford's defeat a big lesson for GOP candidates as Democrats' path to glory narrows https://t.co/eR9qp3s1A4,0.128,0.163,0.14,0.698,55
Fox News,Wed Jun 13 22:39:16 +0000 2018,"President @realDonaldTrump: ""The soldiers that died in Korea, their remains are going to be coming back home.""… https://t.co/dl9bfrgQIJ",-0.5574,0.0,0.175,0.825,56
Fox News,Wed Jun 13 22:30:48 +0000 2018,"President @realDonaldTrump: ""I'm not for Russia, I'm for the United States."" #SpecialReport https://t.co/VRpW5XL5du",0.4215,0.189,0.0,0.811,57
Fox News,Wed Jun 13 22:30:03 +0000 2018,"President @realDonaldTrump on Kim Jong Un: ""He's a very smart guy, he's a great negotiator, but I think we understa… https://t.co/Pn5o98zFuD",0.5494,0.221,0.0,0.779,58
Fox News,Wed Jun 13 22:26:18 +0000 2018,"President @realDonaldTrump: ""Chairman Kim wants to resolve the problem because he knew that we weren't playing arou… https://t.co/SzG3VQZufg",-0.1759,0.119,0.196,0.685,59
Fox News,Wed Jun 13 22:25:33 +0000 2018,"President @realDonaldTrump: ""I think China really would like to see no nuclear weapons...Whether you're semi-friend… https://t.co/8suvWckuFB",0.1477,0.146,0.116,0.738,60
Fox News,Wed Jun 13 22:22:56 +0000 2018,"President @realDonaldTrump: ""We have 32,000 soldiers in South Korea. I'd like to get them home...But it is not on t… https://t.co/rCWQt4PsGR",0.3612,0.111,0.0,0.889,61
Fox News,Wed Jun 13 22:21:09 +0000 2018,"President @realDonaldTrump troop drawdown in SK: ""I would love to get the military out as soon as we can because it… https://t.co/xJxVYLEPmd",0.6369,0.167,0.0,0.833,62
Fox News,Wed Jun 13 22:20:17 +0000 2018,"President @realDonaldTrump on summit outcome: ""People are really happy about it, even I would say non-Trump fans.""… https://t.co/ppHFm4wTlk",0.6115,0.2,0.0,0.8,63
Fox News,Wed Jun 13 22:19:02 +0000 2018,JUST IN: @POTUS suggests to Fox News he could set aside concerns over Kim Jong Un’s human rights abuses in pursuit… https://t.co/FqQEoanZ6L,-0.5574,0.0,0.146,0.854,64
Fox News,Wed Jun 13 22:16:35 +0000 2018,"President @realDonaldTrump on meeting Kim Jong Un: ""When I met him today, we had done three months, almost four mon… https://t.co/viq1BI8O0h",0.0,0.0,0.0,1.0,65
Fox News,Wed Jun 13 22:13:05 +0000 2018,"President @realDonaldTrump on meeting Kim Jong Un: ""We have a very good relationship I feel."" #SpecialReport… https://t.co/QmnUUyalcQ",0.4927,0.186,0.0,0.814,66
Fox News,Wed Jun 13 22:09:32 +0000 2018,"President @realDonaldTrump on NK summit: ""I only consider it successful if it gets done."" #SpecialReport… https://t.co/kVepUaaaFw",0.5859,0.202,0.0,0.798,67
Fox News,Wed Jun 13 22:04:43 +0000 2018,TUNE IN: @BretBaier's must-see interview with President @realDonaldTrump on '@SpecialReport' on Fox News Channel!… https://t.co/xdLPZIE15i,0.0,0.0,0.0,1.0,68
Fox News,Wed Jun 13 21:50:55 +0000 2018,Michigan father pleads guilty to murder after beating his potty-training 3-year-old to death. https://t.co/EJsJc38Di8,-0.9371,0.0,0.59,0.41,69
Fox News,Wed Jun 13 21:48:16 +0000 2018,"RT @FoxBusiness: Kroger to lay off 1,500 employees, close 14 stores: reports  https://t.co/YireUPXm4X",0.0,0.0,0.0,1.0,70
Fox News,Wed Jun 13 21:40:59 +0000 2018,'Raul Castro Isn't Exactly the Pope': #Cavuto Presses Top Dem on 'Hypocrisy' Over Trump-Kim Summit. https://t.co/KRwBOdEze8,0.2023,0.107,0.0,0.893,71
Fox News,Wed Jun 13 21:36:23 +0000 2018,Jellyfish stings causes hundreds of Florida beachgoers to be treated. https://t.co/V5aCEjCeZo,0.0,0.0,0.0,1.0,72
Fox News,Wed Jun 13 21:30:00 +0000 2018,".@LindseyGrahamSC: ""President Trump has done more in 500 days to deal with North Korea than every president in the… https://t.co/2QudLPDcZB",0.0,0.0,0.0,1.0,73
Fox News,Wed Jun 13 21:26:07 +0000 2018,.@RepJoeCrowley collapses at an anti-Trump immigration rally; heat exhaustion is cited. https://t.co/Bkx7gXQeJt,-0.5719,0.0,0.32,0.68,74
Fox News,Wed Jun 13 21:19:46 +0000 2018,".@kimguilfoyle on North Korea negotiations: ""Give a chance for this to work."" #TheFive https://t.co/dB6kJ5edXo",0.25,0.143,0.0,0.857,75
Fox News,Wed Jun 13 21:15:34 +0000 2018,".@JesseBWatters: ""Trump tries to step up and bring peace to the [Korean Peninsula] and all he hears is 100% negativ… https://t.co/wj7ZKcc0rM",0.5423,0.149,0.0,0.851,76
Fox News,Wed Jun 13 21:08:34 +0000 2018,Don't miss @BretBaier's must-see interview with President @realDonaldTrump tonight on '@SpecialReport' at 6p ET.… https://t.co/nfElvyh6Je,0.1139,0.093,0.0,0.907,77
Fox News,Wed Jun 13 21:05:26 +0000 2018,.@KatiePavlich: @BarackObama Is Frustrated That Trump Has 'Destroyed' His Legacy. https://t.co/cOKoad2Rnp,-0.5267,0.0,0.254,0.746,78
Fox News,Wed Jun 13 20:56:11 +0000 2018,"Michael Cohen looking for new lawyers in FBI probe as key court deadline approaches, reports say https://t.co/Q65arUuSqZ",0.0,0.0,0.0,1.0,79
Fox News,Wed Jun 13 20:49:32 +0000 2018,"Marines with Special Purpose Marine Air-Ground Task Force, Crisis Response-Central Command, carry the American flag… https://t.co/cA3uqUwWno",-0.34,0.13,0.197,0.673,80
Fox News,Wed Jun 13 20:48:16 +0000 2018,".@JeffFlake Rips Trump for 'Admiration for Despots', 'Unwarranted Besmirching of Allies' https://t.co/tXnRtZM1wN",0.5423,0.241,0.0,0.759,81
Fox News,Wed Jun 13 20:45:15 +0000 2018,Possible impact of federal interest rate hikes. @TeamCavuto https://t.co/dJeQhKb6eC https://t.co/VoCtUGcgmx,0.4588,0.25,0.0,0.75,82
Fox News,Wed Jun 13 20:36:10 +0000 2018,".@WhipHoyer on NK summit: ""Kim Jong Un became a major national player on the world stage because he got to meet wit… https://t.co/cSreLcn0WT",0.0,0.0,0.0,1.0,83
Fox News,Wed Jun 13 20:30:00 +0000 2018,".@SenSchumer: ""@POTUS seems to have given away 2 or 3 of the major things that Kim Jong Un wanted."" https://t.co/Zhy1XtkxVV",0.0,0.0,0.0,1.0,84
Fox News,Wed Jun 13 20:26:38 +0000 2018,"RT @FoxBusiness: #BreakingNews: Comcast makes $65B bid for 21st Century Fox assets, nudging out Disney https://t.co/KWLmSS2xvB https://t.co…",0.1779,0.096,0.0,0.904,85
Fox News,Wed Jun 13 20:16:19 +0000 2018,Stage set for bombshell IG report on Clinton email case: Who's in the crosshairs? https://t.co/sZaf3UMBCh,0.0,0.0,0.0,1.0,86
Fox News,Wed Jun 13 20:12:57 +0000 2018,.@realDonaldTrump-backed candidate @karringtonsc ousts incumbent South Carolina Congressman @MarkSanford in GOP pri… https://t.co/dLSYXCPW5C,0.0,0.0,0.0,1.0,87
Fox News,Wed Jun 13 20:09:20 +0000 2018,54 illegal immigrants found in truck near San Antonio airport https://t.co/vV4TvjohWU,-0.5574,0.0,0.265,0.735,88
Fox News,Wed Jun 13 20:05:18 +0000 2018,"Kate Spade left behind 4 seasons of handbag designs for Frances Valentine brand, partner says https://t.co/mcgeT785xI",0.0,0.0,0.0,1.0,89
Fox News,Wed Jun 13 19:59:41 +0000 2018,What can IHOP's name change teach us about foreign policy? https://t.co/2WU8CReqI7,0.0,0.0,0.0,1.0,90
Fox News,Wed Jun 13 19:51:24 +0000 2018,FBI Arrests 74 in Global 'Operation WireWire' Hacking Scandal. https://t.co/RM7MYw0z3B,-0.7003,0.0,0.42,0.58,91
Fox News,Wed Jun 13 19:39:00 +0000 2018,Arizona student paralyzed by rare disorder while on vacation in Spain. https://t.co/WzJwPxDBqW,-0.4019,0.0,0.197,0.803,92
Fox News,Wed Jun 13 19:29:00 +0000 2018,"Florida man who killed 4 kids during hostage situation had history of domestic violence, reports say. https://t.co/jrYrbxS55v",-0.8625,0.0,0.381,0.619,93
Fox News,Wed Jun 13 19:19:00 +0000 2018,Larry Kudlow released from hospital after heart attack. https://t.co/Eemohxjo1E,-0.4767,0.0,0.279,0.721,94
Fox News,Wed Jun 13 19:13:30 +0000 2018,High school summer reading list that is anti-police comes under fire. https://t.co/qHFi1s3ZS8,-0.34,0.0,0.179,0.821,95
Fox News,Wed Jun 13 19:02:00 +0000 2018,"""We have 32,000 soldiers in South Korea. I'd like to get them home.""

TONIGHT: President @realDonaldTrump sits down… https://t.co/nikK9dCUv8",0.3612,0.122,0.0,0.878,96
Fox News,Wed Jun 13 18:56:55 +0000 2018,"GOP pols slam Rosenstein, say staff 'shaking' in fear over 'threats' https://t.co/WYe7Kin52Q",-0.7003,0.0,0.367,0.633,97
Fox News,Wed Jun 13 18:49:34 +0000 2018,"California university’s website says its OK for children to engage in 'sexual play,' watch porn https://t.co/ltHj0uIYz9",0.6523,0.276,0.0,0.724,98
Fox News,Wed Jun 13 18:49:08 +0000 2018,"Texas man may have solved daughter's 1984 murder.
https://t.co/H0DRbnH56O",-0.5574,0.152,0.341,0.507,99
Fox News,Wed Jun 13 18:38:22 +0000 2018,"Tensions between Italy and France heat up as a migrant ship is diverted to Spain.
https://t.co/8xdMh5zC3z",-0.4019,0.0,0.162,0.838,100
The New York Times,Thu Jun 14 03:32:01 +0000 2018,"In much of the U.S., the stereotype that boys do better than girls at math isn’t true. But there’s a notable except… https://t.co/aHLfhl4Hrr",0.5267,0.211,0.085,0.704,1
The New York Times,Thu Jun 14 03:17:02 +0000 2018,Isotopic fingerprints in Aztec turquoise suggests there was no extensive trade in the stone between Mesoamerica and… https://t.co/eKdHdFeRiC,-0.296,0.0,0.115,0.885,2
The New York Times,Thu Jun 14 03:02:02 +0000 2018,NYC Mayor Bill de Blasio started the city's worst landlords list when he was public advocate. A federal report reve… https://t.co/cMo0lCDhKf,-0.6249,0.0,0.177,0.823,3
The New York Times,Thu Jun 14 02:47:02 +0000 2018,Does the Mediterranean diet prevent heart disease? A big study found it did. Now the investigators concede it was f… https://t.co/hnt6AY6auI,0.0258,0.055,0.0,0.945,4
The New York Times,Thu Jun 14 02:32:01 +0000 2018,A raccoon climbed to the top of a 25-story office tower in St. Paul. An anxious world watched. https://t.co/1fSzmRt0Tk,-0.0516,0.096,0.106,0.798,5
The New York Times,Thu Jun 14 02:17:04 +0000 2018,"A Martian dust storm that has blanketed a quarter of the planet thrust NASA's Opportunity rover into a “dark, perpe… https://t.co/khS2J9lYQx",0.4215,0.141,0.0,0.859,6
The New York Times,Thu Jun 14 02:02:03 +0000 2018,Antarctica is melting faster than before. The rate at which the continent is losing ice has more than doubled since… https://t.co/HOUf1KhM8Z,-0.3818,0.0,0.115,0.885,7
The New York Times,Thu Jun 14 01:47:01 +0000 2018,RT @nytpolitics: California residents will get the chance to vote on whether to divide the world’s fifth-largest economy into three separat…,0.25,0.091,0.0,0.909,8
The New York Times,Thu Jun 14 01:32:02 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/dEPzg4xoAB,0.0,0.0,0.0,1.0,9
The New York Times,Thu Jun 14 01:17:04 +0000 2018,"Mike Pence was not originally on the convention’s schedule, but his office reached out to the group’s leadership to… https://t.co/cHZ6gp6MsJ",0.1531,0.078,0.0,0.922,10
The New York Times,Thu Jun 14 01:02:05 +0000 2018,"The 7.5-mile race can be described as ""topographically schizophrenic."" Previous winners include an 8-year-old girl… https://t.co/biQT38IPdV",0.4767,0.171,0.0,0.829,11
